,PropertyType,Address,City,State,ZipCode,Price,Beds,Baths,Living_Sq_Ft,Lot_Acres,YearBuilt,YearRenovated,Hoa/Month,Parking,Garage,ElementarySchool,E.SchoolRating,MiddleSchool,M.schoolRating,HighSchool,H.SchoolRating,Heating,Cooling,WalkableScore,TransitScore,BikeableScore,RedfinEstimate,Status,MLS Listing,Description,payment_per_month
house_1463,Single Family Residential,1404 Dahlia Loop ,SAN JOSE,CA,95126,1220000,3,3," 1,977", 0.0499,2006,2006,240,, 2,Merritt Trace Elementary School,4,Herbert Hoover Middle School,3,Abraham Lincoln High School,6," Forced Air, Heating (2+ Zones)", Central Forced Air,54,53,69," $1,232,797",Active,81779037,"This beautiful single-family home situated in a fantastic resort-like Encanto community!  It has the largest floorplan in the complex!  An inviting living room with beautiful hardwood flooring and high ceilings. Gourmet kitchen includes gorgeous countertop w/ full backsplash; stainless steel appliances; gas cooktop  &  beautiful cabinetry, 3 bedrooms and 2 full baths located on the second level, 3rd floor has bonus/loft room with office area and half bath, it can be converted to the 2nd master suite. Spacious master suite with walk-in closet. Tri-zone central heat and AC, Dual pane windows, water softeners. Finished patio  &  professional landscaping in the relaxing backyard. The Community Center has many amenities including a club house w/ full kitchen, private meeting room  &  pool. Convenient location close to SCU, Caltrain Station, Airport and Park. Easy access to freeways, short drive to Santana Row, downtown SJ - New Proposed Google Campus  &  many tech companies.  ","$6,323"
house_1464,—,1085 Tasman Dr #564 ,SUNNYVALE,CA,94089,0,4,2," 1,800",,Santa Clara County,—,0,, 3,George Mayne Elementary School,6,Marian A. Peterson Middle School,7,Adrian Wilcox High School,7, Central Forced Air, Central Forced Air,59,47,73,354474,Sold,81773362,"If you are looking for a great deal on a newer Manufactured home, take a look at this one. Spacious 4 bedrooms with 2 Full bathrooms!  Built 2015 with beautiful Tile accents in kitchen, Fans throughout, crown molding and with air conditioning!  South end of Sunnyvale with easy access to the 237 and 101, so location is awesome and living in desirable Casa De Amigos where the rent is lower than market. This community has a lot of amenities such as Billiards, Conference Room, Main Community Room, Swimming Pool and Hot Tub! ",
house_1465,Single Family Residential,214 Lauella Ct ,MOUNTAIN VIEW,CA,94041,1898000,3,2," 1,193", 0.136,1953,1953,0,, 2,Mariano Castro Elementary School,5,Isaac Newton Graham Middle School,7,Los Altos High School,9, Central Forced Air (Gas), Central Forced Air,55,42,86," $1,900,427",Active,81784189,"Nestled on a friendly, quiet cul-de-sac location this home was extensively remodeled in 2015 with tasteful appointments throughout. Designed with high-end finishes, the light-filled unified spaces include refinished hardwood floors, an open gourmet kitchen equipped with quartz counter tops and stainless steel appliances, modern-style bathrooms, newly updated dual windows and French doors that lead out to the rear and side yard. The sunny grounds are complete with a succulent garden, lush level lawns and a private patio. The adjoining outdoor spaces can be enjoyed year round by the gardening aficionado and/or entertaining enthusiast. Centrally located in the heart of Mountain View with a short stroll to the convenient downtown Castro Street shops and restaurants, Farmers Market, and the annual Mountain View Arts  & Wine Festival, easy access to Cal-train station, surrounding local parks and schools.  ","$9,464"
house_1466,Single Family Residential,228 Fragrant Harbor Ct ,SAN JOSE,CA,95123,1185000,3,2," 1,644", 0.1607,1989,1989,0,, 2,Del Roble Elementary School,4,,,Oak Grove High School,6, Central Forced Air (Gas), Ceiling Fan,28,44,46," $1,222,724",Active,81783059,"Luxury Living in a Quiet Cul-De-Sac Remodeled kitchen and baths with granite counters, stainless steel appliances, pristine tile and glass shower enclosures. Stainless steel kitchen appliances, 5 burner gas oven/range, fireplace in family room with exquisite hearth  &  mantle, recessed lighting, full body shower in Master bath, and double pane windows. Oversize yards with drought tolerant landscaping, concrete  &  block planter boxes for veggies and plants, artificial turf, stamped concrete patio, and utility shed. Short walk to the park with quiet and privacy at the end of the cul-de-sac. Buyer to verify schools  &  Lot/home size.  ","$5,908"
house_1467,Single Family Residential,2527 Spindrift Cir ,Hayward,CA,94545,1368000,5,3,3228,,2005,2005,35,, 2,Lorin A. Eden Elementary School,3,Anthony W. Ochoa Middle School,4,Mount Eden High School,6,,,3,31,36," $1,362,025",Active,40896074,"All information and images should be independently reviewed and verified for accuracy. Welcome home to this stunning light-filled Eden Shores home. Desirable floor plan with 2 bedrooms and 1 full bathroom downstairs. Recently remodeled gourmet kitchen with granite counters and tile flooring, Stainless steel appliances, tile backsplash & expansive island that opens to the family room with a cozy fireplace. Luxurious crown molding & baseboards. Recessed lights throughout, Fresh exterior paint and newer interior paint, Double pain windows. Exquisite master en-suite with separate tub, shower, dual sink/ vanities & walk-in closet. (Water view) Large loft and laundry room on the 2nd floor. Walk to Eden Shores community pool, clubhouse, basketball, tennis courts, a large park and playground, picnic & BBQ areas, 5 to 10-mile trails look out over wetlands. Close to Costco, eateries & shops. Easy access to the 880, Dumbarton and San Mateo bridges. ","$6,814"
house_1468,,Plan 3 ,Fremont,CA,94539,980911,3,2,1528,,,,0,,,E. M. Grimmer Elementary School,8,,,John F. Kennedy High School,7,,,36,49,62,,Active,,"Plan Description: Open Concept Living  Kitchen Island with Seating  , Master Bedroom with Private Bath  Generous Walk-In Closet  , Outside Deck Expands Great Room  In-Home Laundry ","$4,867"
house_1469,Single Family Residential,756 Lois Ave ,SUNNYVALE,CA,94087,1695000,4,2," 1,339", 0.1453,1953,1953,0, 2,,Cherry Chase Elementary School,9,Sunnyvale Middle School,6,Homestead High School,9, Central Forced Air, Central Forced Air,81,44,86," $1,713,350",Active,81784183,"Classic single level 4BR/2BA on quiet tree-lined street. Enter the calm of the light airy living room, illuminated by large double pane windows. On your right find a kitchen with modern cabinets, granite counter-tops and brand new flooring. Charmed by the breakfast nook, sit and have a cup of tea. Exit out the sliding glass patio doors, onto your generous patio. Sipping your drink, watch the children play tag in the lush backyard and on the play structure. The fourth bedroom suite, with a built-in desk and murphy bed, can be used as a master suite or switched to a home office. Open living room and bedrooms feature hardwood floors with central A/C throughout. A detached ""granny"" unit in the backyard can generate rental incomes.  ","$8,423"
house_1470,2000,33948 Depot Rd ,UNION CITY,CA,94587,0,4,3," 1,904", 0.1149,Alameda County,486 002712400,0,, 2,Guy Jr. Emanuele Elementary School,5,Cesar Chavez Middle School,3,James Logan High School,7, Central Forced Air, Central Forced Air,,,,972837,Sold,81775432,"Open house is Saturday  &  Sunday, Dec 7  &  8 from 1-4PM. MAJOR PRICE REDUCTION!  Move-in ready single family home with an open floor plan and convenient location! This 4 bedroom, 3 full bathroom home was built in 1999 and is great for large families. In this home, theirs abundant natural lighting, laminate flooring throughout, and tons of space and storage. It comes with central AC/heat, updated bathrooms, new gas range/oven/microwave, new dishwasher, gas fireplace in the family room and exterior encrypted security camera system. The low maintenance backyard generously offers fruit-bearing trees: 2 avocado trees, nectarine, lemon and persimmon!  Awesome location for commuters with close proximity to Tesla, Facebook and other silicon Valley tech companies and shuttle stops. Easy access to BART, 880, Dumbarton Bridge and 680, with tons of local shops, restaurants and park.  ","$3,543"
house_1471,Condo/Co-op,1080 Chestnut St Unit 11B ,San Francisco,CA,94109,3395000,3,2,2105,,1962,—,3122,, 2,Yick Wo Elementary School,8,,,Mission High School,1,,,93,92,71," $3,399,833",Active,494587,"Gorgeous luxury 2-level condominium on one of the best blocks on Russian Hill! Clean, contemporary design, with stunning views and fantastic light. North-facing living room and master bedroom, with spectacular outlooks of the Bay, Alcatraz, and Angel Island from two balconies, and south-facing views of the Russian Hill and downtown skyline. The main level offers a wide living/dining room, an additional dining space, a den/office, powder room, and an open kitchen with marble countertops  &  backsplash and luxe appliances. Upstairs is a laundry area, 2 bedrooms  &  2 bathrooms, including a stunning master suite w/ sitting area, sleek ensuite bath and walk-in closet. This property includes 2-car garage parking  &  2 storage spaces. 1080 Chestnut is an exclusive co-op, offering a 24-hr door attendant and on-site management, located in the heart of Russian Hill, close to Polk  &  North Beach shops and dining, surrounded by parks, and walkable to downtown and the waterfront.  ","$20,159"
house_1472,Mobile/Manufactured Home,1225 Vienna Dr #668 ,SUNNYVALE,CA,94089,220000,3,2," 1,830",,—,—,0,,,George Mayne Elementary School,6,Marian A. Peterson Middle School,7,Adrian Wilcox High School,7, Central Forced Air," Ceiling Fan, Central Forced Air",58,47,72," $212,256",Active,81773590,"Gorgeous 2007 Palm Harbor Home! This lovely 3 bedroom 2 bath home, features a living and family room, split floor plan with large rooms. Great for Entertaining! This Home has lots of space with with a dining, family and living room. Beautiful laminate flooring throughout the home. Kitchen includes all appliance, laundry room includes washer  &  Dryer. The master bedroom offers a large private bath with a step-in shower. Central heating and A/C with dual pane windows to help with energy savings. Comfortable front porch and side yard with pavers. serial#s: PH209107A/B     Off Calle Victoria   MOTIVATED SELLER!!!!!!!!! ","$1,093"
house_1473,Single Family Residential,3032 Divisadero St ,San Francisco,CA,94123,2500000,2,2,1706,,1926,—,0, 1, 1,Redding Elementary School,6,Everett Middle School,3,Independence High School,4,,,94,79,58," $2,743,395",Active,494915,"Pop-up open house Sunday, 2/16, 11am-1pm. This two-bedroom, two-and-a-half-bathroom jewel box home is in a desirable Cow Hollow location. You enter the home through a sheltered, private courtyard garden. A wall of French doors opens to the bright, living area featuring a fireplace and views of the Golden Gate. A half-bath is also conveniently located on this level. The well-designed, open kitchen with breakfast bar is equipped with modern appliances, including a Wolf stove. The upper level includes two spacious bedrooms. The master bedroom has Golden Gate bridge views, an en-suite bath and a freestanding soaking tub. The second large bedroom could be a flexible office or guest room. The second full bathroom is located off the hall. Internal access to the garage and lower level brings additional convenience, including laundry, ample storage, and a large flexible space used as a home gym. Close to the conveniences of Union and Chestnut Streets, as well as Crissy Field and the Presidio ","$12,546"
house_1474,Single Family Residential,1033 Windsor St ,SAN JOSE,CA,95129,3980000,6,4," 4,956", 0.2506,2003,2003,0, 4, 2,R. I. Meyerholz Elementary School,9,Joaquin Miller Middle School,9,Lynbrook High School,10," Central Forced Air, Fireplace, Heating (2+ Zones), Individual Room Controls"," Ceiling Fan, Central Forced Air",79,40,78," $3,853,437",Active,81779108,"GORGEOUS home in highly desirable west San Jose. 4,956 SF with 10,916 large lot. with beautiful front yard and huge backyard Award-winning Cupertino schools: Meyerholz (API 973), Miller (API 984) and Lynbrook (API 946). Only 7 minutes (2.7 mi. ) from Apple Park. Within walking distance to Trader Joe's, Home Depot, Walgreens. Close to Ranch 99, Marina, 85C Bakery, H-Mart. Safeway and Calabazas Park. 6 bedrooms. 4.5baths. For one single price, get the exceptional value of two -- two master bedrooms, two living rooms, two laundry rooms, two studies, two dishwashers, and two fireplaces. Showroom kitchen with double-size Sub-Zero fridges, built-in Espresso machine and wine cooler. Two newly remodeled bathrooms, new carpet in upstairs bedrooms, and freshly painted interior walls and exterior facade.  ","$19,845"
house_1475,Townhouse,239 Vivian Cmn ,Fremont,CA,94536,749888,2,2,1213,,1983,1983,480,, 2,Niles Elementary School,8,,,Washington High School,9,,,30,26,50," $754,577",Active,40895068,"Great Starter Home in Beautiful Niles. Bright and spacious two story home in move-in ready condition! High ceiling in living room. Remodeled kitchen offers: Granite countertops with stylish porcelain backsplash, newer cabinets with lazy susan, and bay window. Newer Windows & HVAC system! Bedroom ceiling fans. Includes fridge, washer & dryer. Lots of storage spaces. Extra large backyard, perfect for gatherings and entertainment. Quiet community with pool, spa, basketball court, and community park. Excellent Fremont schools! Easy Access to BART, South Bay and Peninsula. ","$4,212"
house_1476,1997,612 Arcadia Ter #301 ,SUNNYVALE,CA,94085,0,3,2," 1,300",,Santa Clara County,20502092,493, 1, 1,San Miguel Elementary School,4,Columbia Middle School,3,Fremont High School,8, Gas, Central Forced Air,60,41,80,1054584,Sold,81778933,"Desirable top floor 3/2 end unit w/ abundant natural light located in the interior of the complex. Approx. 1300 sf living area. Cozy living room with tiled fireplace  &  vaulted ceiling. 1 spacious master suite with walk-in closet, 2 generous sized light  &  bright junior bedrooms . Double pane sliding door open to a private patio overlooking treetops. Upgraded kitchen with  SS appliances, Corian countertops  &  refinished cabinetry. Large laundry room adjacent to kitchen with newer full sized washer  &  dryer. A pantry with built -in shelves offering ample space for storage. Recently installed new floorings thru-out. Electrical featuring smart home automation (lights/receptacles/Nest thermostat/door). 1 car attached garage  &  1 additional assigned parking permit. Community pool, play area, gazebo  &  matured landscaping. Compass Place is conveniently located near major employments, Google  &  Office Park with Microsoft/Amazon, restaurants, shopping  &  park. Easy access to 101, 237  &  Central Expy.  ","$1,473"
house_1477,,42111 Osgood Rd. 418 ,Fremont,CA,94539,817040,3,3,1356,,,,0,,,E. M. Grimmer Elementary School,8,,,Irvington High School,9,,,52,34,52," $804,601",Active,,,"$4,054"
house_1478,Single Family Residential,36343 Tunbridge Dr ,NEWARK,CA,94560,1475000,4,2," 2,589", 0.1737,1992,2000,0,, 3,John F. Kennedy Elementary School,7,,,Newark Memorial High School,6, Central Forced Air (Gas), Central Forced Air,,,," $1,445,217",Active,81781797,"4 bedroom/ 3 bathroom  home sits on the corner lot of a cul de sac in a beautiful neighborhood Walk through  a double door entry and step  in to a large floor plan with high ceilings. A traditional spiral staircase leads you to the top floor of this immaculate home first floor features spacious kitchen with well kept hardwood floors throughout the kitchen/dining room combo imported back splash from Italy sits above double oven. Grayish granite countertops, island with built in  formal  sitting room. Master bedroom includes a full bathroom  jacuzzi bathtub, walk-in closet and remote control firlplace, This home offers a variety of entertaining space. Landscaped front yard and brick  floors in backyard accompanied by  lemon and orange trees  move in ready must see to appreciate ","$7,341"
house_1479,Townhouse,819 ESTANCIA Ct #13 ,SAN LORENZO,CA,94580,760000,3,3," 1,523", 0.0235,—,—,235,, 2,Lorenzo Manor Elementary School,2,Bohannon Middle School,2,San Lorenzo High School,3, Central Forced Air, Central Forced Air,82,41,62," $760,459",Active,81758051,"Burnley Common Villas is conveniently located to just about everything you need. The community is centrally located between SF, Oakland, &  Silicon Valley w/ nearby Amtrak  &  BART stations, perfect for commuters. This tri-level townhouse offers Builder Incentives, and an ""All-Inclusive"" upgrades  &  amenities such as high ceiling, elegant wrought iron staircase, laminate wood look flooring throughout, tiles in bathrooms, LED recessed lighting, gorgeous kitchen w/ abundant soft-closed cabinetry, modern quartz counter-tops w/ decorative full Mosaic  &  tile back-splash, quality Samsung appliances, humidifiers  &  light sensors in all bathrooms (except half-bath), sleek cabinetry w/ brushed nickel lighting fixtures  &  mirrors in all bathrooms, elegant glass sliding shower doors, pre-wired TV/data outlets  &  cables, energy efficient HVAC  &  much more. Model Home / OH on W/ E  from 1PM to 4PM. Ask  our Sales Team for Buyers Builder Incentives! ","$4,001"
house_1480,1986,1198 Maria Privada ,MOUNTAIN VIEW,CA,94040,0,3,2," 1,703", 0.1276,Santa Clara County,19806139,279,, 2,Frank L. Huff Elementary School,9,Isaac Newton Graham Middle School,7,Mountain View High School,9, Central Forced Air (Gas), Central Forced Air,33,42,87,1829826,Sold,81765657,"One of the BEST single level homes located in the enchanting Cuernavaca Community! Situated on a corner lot off a private cul-de-sac, this luxurious Mediterranean-style home features 3 bedrooms, 2 bathrooms, an open floor plan, vaulted ceilings, fireplace, wet bar, &  a private lush yard. Additional features include HUGE master suite, with a walk-in closet  &  french doors to the rear patio. Hardwood floors throughout  &  a beautiful remodeled kitchen with granite slab counters and a sky-lit casual dining area. Property also features an attached 2-car garage with built-in storage. This highly desirable community features a club house, green belt, 2 spas, pool, tennis court, BBQ area, fitness center, tot lot  &  low HOA dues! Conveniently located to downtown Mountain View, shops, Cal Train, Stevens Creek Trail, highways 85, 101,  &  280! This amazing property is associated with some of the top award-winning schools in the Bay Area: Huff Elementary, Graham Middle  &  Mtn. View High(buyer to verify).  ","$8,453"
house_1481,1964,3432 Woodstock Ln ,MOUNTAIN VIEW,CA,94040,0,4,3," 2,222", 0.1726,Santa Clara County,19710037,0,, 2,,,,,,, Central Forced Air, Window/Wall Unit,23,27,65,2620113,Sold,81770168,"The one you've been waiting for! This Waverly Park home with Los Altos schools was purchased new by the owner. Located on a quiet sought-after street, this 4 BR, 3 BA, 2,222 sq ft home includes a bonus room for DR, office, or 5th BR. Two downstairs bedrooms, one w/ full bath, and a separate living room. Updated eat-in kitchen w/ adjoining family/dining room combo leads to a serene, private backyard with mature landscaping. Great for entertaining! There is also ample room to plant your vegetable garden in the spacious side yard with raised beds. Beautiful hardwood floors throughout, including all bedrooms. Double pane windows, separate laundry room, and an over sized garage. Close to schools, shopping, local parks, and nearby access to the Stevens Creek Trail. Neighborhood schools are Oak Elementary, Blach Middle, and Mountain View High. *  * (Check availability. ) Easy access to main commute routes Hwy's 85, 280, and 101, close to top Silicon Valley employers including Google and Apple.  ","$12,001"
house_1482,,C-8 ,Fremont,CA,94539,1097990,2,2,1678,,,,0,,,James Leitch Elementary School,7,,,G. M. Walters Junior High School,7,,,31,54,61,,Active,,,"$5,448"
house_1483,1969,1209 S Mary Ave ,Sunnyvale,CA,94087,0,3,2,2234,,Santa Clara County,20224030,0,,,Cherry Chase Elementary School,9,Sunnyvale Middle School,6,Homestead High School,9,,,70,33,89,2223594,Sold,,,"$9,363"
house_1484,1951,173 Escuela Ave ,MOUNTAIN VIEW,CA,94040,0,3,—," 1,518", 0.2608,Santa Clara County,15402031,0, 2, 2,Mariano Castro Elementary School,5,Isaac Newton Graham Middle School,7,Los Altos High School,9, Wall Furnace,,64,41,84,1896982,Sold,81759953,"Tremendous Investment Opportunity! Rare Duplex in Top Location! Near Google, Caltrain and Desirable Castro Street in Downtown Mountain View! Unit #A is 1b/1ba Plus Garage. Unit #B is 2b/1ba Plus Garage. Rent Both Units or Live in One, Rent the Other. Both Units Completely Remodeled. HUGE 11,359sf Lot w/ Potential for Expansion! ","$8,835"
house_1485,Single Family Residential,1112 Nevada Ave ,SAN JOSE,CA,95125,1589888,3,2," 1,830", 0.1575,1981,1981,0,, 2,Willow Glen Elementary School,5,Willow Glen Middle School,5,Willow Glen High School,7, Central Forced Air (Gas)," Ceiling Fan, Central Forced Air",69,40,70," $1,570,754",Active,81781506,"Step into this Magnificent Downtown Willow Glen Jewel. This 3 bedroom 2.5 bath 1,830 sqft home (6,820 sqft Lot) features all Hardwood Flooring Throughout, Expansive Downstairs Master Bedroom Suite, Expansive Kitchen Area with Breakfast Nook, French Doors Leading To Quiet and Serene Side Patio Deck Area, Step Down Dining with Adjoining Family Room Showcasing A Ben Franklin Style Gas-Log Fireplace, Plantation Shutters and Skylights, Vaulted Ceilings With All Natural Lighting Throughout. Multiple Internet/TV Connections: High Speed Cable/Comcast/Xfinity and ATT/Direct TV Dish Installed. All Doubled Pane Windows, High Efficiency/Energy Saving Systems Include Solar Panels, Takagi Tankless Water Heater, Miele Washer/Dryer, Double Exterior Siding and much more. Your PG & E Electric Bill Has Never Been Lower. Enjoy the Fenced Manicured Yards with Multiple Fruit Trees and Raised Deep Bed Planters. Detached 2-Car Garage With Storage Space. Willow Glen at it's best.  ","$7,927"
house_1486,—,846 Cotati Ter #11 ,SUNNYVALE,CA,94085,0,3,3," 1,537", 0.6494,Santa Clara County,205-21-013,302,, 2,San Miguel Elementary School,4,Columbia Middle School,3,Fremont High School,8, Central Forced Air, Central Forced Air,70,35,75,1328593,Sold,81771616,"The best priced New home with lots of upgrades and situated next to a beautiful park! Best location, quiet inner setting. New Community. Great for the first time buyer and a growing family! It has 3BR/ 3.5BA with one bedroom/one full bathroom downstairs, 2 side by side large garages, extra storage space, laundry inside, high ceiling, walk-in closet, custom window treatment, wood flooring, chef kitchen with long Island and with beautiful finishes! A well-known private school Kings Academy is minutes away. Costco, Caltrain, grocery stores approx. 3 miles. Easy access to freeways 101/237. Close to employers such as Google, Facebook, LinkedIn, Amazon, Apple. Property will be taken off market for sale in the holiday season back on early 2020. ",
house_1487,Condo/Co-op,130 E San Fernando St #405 ,SAN JOSE,CA,95112,825000,2,2," 1,662",,1998,2000,726,, 2,Horace Mann Elementary School,3,Herbert Hoover Middle School,3,Abraham Lincoln High School,6," Central Forced Air, Heat Pump", Central Forced Air,97,76,92," $821,653",Active,81784415,"This home is in a fantastic location in Booming Downtown San Jose -- a 15 minute walk to the planned Google Village at Diridon Station. This newly painted and carpeted two-bedroom 1662 square foot condominium features: two master suites -- each with a full bathroom and a huuuuge walk-in closet, a stacked washing machine and dryer, two deeded parking spaces, a gas fireplace in the living room, and a private balcony overlooking the courtyard. Upgrades by Eurodesign, Ltd. , include an extensive wall system in the master bedroom and a home office and Murphy bed in the second bedroom. HOA amenities include: fitness gym, saunas, large pool, hot tub, social room with a full kitchen. Easy access to SR87, I-280/680, VTA light rail and CalTrain. Only a few minutes walk to: multiple restaurants, King Library, San Jose State University, coffee shops, banks, the Performing Arts Center, Convention Center, Shark Tank, Hammer Theatre, dynamic San Pedro Square  and much more.  ","$4,840"
house_1488,2004,743 Cottage Ct ,MOUNTAIN VIEW,CA,94043,0,2,2," 1,150", 0.0168,Santa Clara County,14794029,348, 1, 1,Monta Loma Elementary School,6,Crittenden Middle School,6,Los Altos High School,9, Central Forced Air (Gas), Window/Wall Unit,79,36,100,1313997,Sold,81771825,"Gorgeous end unit! Light bright and sunny with vaulted ceilings and lots of big windows! Quiet and private with excellent open floorplan! Downstairs master bedroom/bath and a large upstairs master suite with an office area, walk-in closet, and a big master bath! Granite kitchen gas range with hood, indoor laundry, 1 car garage plus a dedicated space #28 right in front! Prime location--minutes to Los Altos High, Caltrain, downtown Mountain View shops and restaurants, downtown Palo Alto, Farmer's markets, coffee, groceries, Google, Facebook, and ALL the great companies! Do not miss this one!! ","$6,161"
house_1489,1975,2110 Stanford Ave ,MOUNTAIN VIEW,CA,94040,0,3,2," 1,616", 0.141,Santa Clara County,14838148,0, 3, 1,,,,,,, Gas,,74,47,98,1597149,Sold,81774197,"Spacious ranch style home with conveniences galore nearby. Freshly painted inside  &  out. Features: 3 bedroom, 2.5 baths, new carpet in all bedrooms with large Master Suite, living room/dining room combo plus outdoor patio  &  deck. Parking? in addition to garage there's off-street parking for 3 cars along wide driveway. Centrally located to  major tech companies  &  commute routes. Plus just a short bike ride to Google's Campus. Top rated Mountain View Schools. Conveniences? Yes! Dinning  &  shopping on Mountain Views vibrant Castro Street, with train stations  &  Farmers Mkt. Close to thriving San Antonio Ctr. , IKON Theater, shops, restaurants  &  Safeway, with Trader Joes  &  Whole Foods close by. Looking for activity?  Directly across the street is the newly renovated Community Center at beautiful Rengstorff Park offering 2 pools, numerous sports courts, day-care facilities, senior center, teen/youth centers, a dog park and numerous activities/services for all age groups. Don't miss this one! ","$6,008"
house_1490,Townhouse,21001 Estancia Cmn #8 ,SAN LORENZO,CA,94580,760000,3,3," 1,668", 0.0373,—,—,235,, 2,Lorenzo Manor Elementary School,2,Bohannon Middle School,2,San Lorenzo High School,3, Central Forced Air, Central Forced Air,82,41,62," $759,930",Active,81782629,"Burnley Common Villas is conveniently located to just about everything you need. The community is centrally located between SF, Oakland, &  Silicon Valley w/ nearby Amtrak  &  BART stations, perfect for commuters. This tri-level townhouse offers ""All-Inclusive"" amenities such as: open concept floor plans featuring high ceiling, elegant wrought iron staircase, laminate wood look flooring throughout, tiles in bathrooms, LED recessed lighting, gorgeous kitchen w/ abundant soft-closed cabinetry, modern quartz counter-tops w/ decorative full Mosaic  &  tile back-splash, quality Samsung appliances: 30 gas range stove top, microwave hood combination  &  dishwasher, humidifiers  &  light sensors in all bathrooms (except half-bath), sleek cabinetry w/ brushed nickel lighting fixtures  &  mirrors in all bathrooms, elegant glass sliding shower doors, pre-wired TV/data outlets  &  cables, energy efficient HVAC  &  much more. Model Home /OPEN HOUSE ON WEEKEND 1PM TO 4PM.  ","$4,001"
house_1491,Single Family Residential,6281 Mahan Dr ,SAN JOSE,CA,95123,988000,4,2," 1,412", 0.1357,1969,1970,0,, 2,Glider Elementary School,8,,,,, Central Forced Air, Central Forced Air,15,30,11," $1,049,139",Active,81782707,"Turnkey single family home situated in highly desirable Blossom Valley. Nestled near the Santa Teresa Foothills surrounded with fresh air and mountain views. New kitchen features Quartz counter tops, ample cabinetry, ss appliances, and a custom backsplash. New laminate flooring downstairs, new carpet in master suite and LED lighting throughout. Fresh interior  &  exterior paint with a warm color palette. Both bathrooms have been updated with modern finishes. Spacious master suite with inviting sitting area. Light, bright  &  modern throughout. Over-sized garage with washer  &  dryer. Central A/C. Conveniently located near Hwy 85  &  87, shopping, schools, and parks.  ","$4,926"
house_1492,Townhouse,566 N 7th St ,SAN JOSE,CA,95112,799000,2,2," 1,380", 0.1442,2003,2003,283,, 2,Grant Elementary School,2,Peter Burnett Middle School,3,San Jose High School,3, Central Forced Air, Central Forced Air,87,57,94," $801,175",Active,81784402,"Absolutely stunning townhouse in the heart of Japantown SJ. You will love this open and bright floor plan!  This home boasts a wonderful kitchen with gas range, stainless steel appliances, granite counters, center island. New carpet, updated bamboo flooring in living room, refinished wood floors in family room, kitchen, and dining, large master suite with tall ceilings, soaking tub and walk-in closet, 2nd bedroom with en-suite bathroom, washer and dryer, loads of storage, 2 car attached garage, A/C and more. Low HOA dues $283!  Great location in Japantown just a few minutes away from the proposed Google campus, downtown and many tech companies.  ","$4,267"
house_1493,Vacant Land,1628 Bryant St ,PALO ALTO,CA,94301,7250000,—,—,—, 0.2611,—,—,0,,,Walter Hays Elementary School,8,David Starr Jordan Middle School,8,Palo Alto High School,9,,,59,35,96,,Active,81779871,"This 11,375 SqFt lot in Old Palo Alto represents a tremendous opportunity to build the home of your dreams in the most sought after neighborhood in Palo Alto. Conceptual renderings for a stunning contemporary home by award-winning MAK Studios. Proximate to the best Palo Alto has to offer in terms of community amenities, schools, and shopping. This lot is 65'x175'.  ","$36,106"
house_1494,Single Family Residential,2613 Glen Harwick Ct ,SAN JOSE,CA,95148,1279000,6,3," 2,206", 0.1653,1986,1986,0,, 2,Cedar Grove Elementary School,5,,,William C. Overfelt High School,3, Central Forced Air, Central Forced Air,58,48,63," $1,284,566",Active,81784386,"Fully updated with spectacular designer selected features! Nestled in the center of the Evergreen Community in the heart of Silicon Valley, this gorgeous  6BR, 3BA desirable corner lot home comes complete with 2,200+ square feet of living space, a two-car garage, large yard, custom raised deck and patio, state of the art gourmet kitchen, and completely renovated interior that reflects top of the line stainless steel appliances and brand new fixtures throughout the entire home. Designed with beautiful lighting and elegant tray ceilings, a glorious master suite, and every amenity you could ask for, this is your new home: a palace among the most inventive, innovative minds in the world in Silicon Valley. Great extended family, investment rental property or home care business. Accessible shopping center, super market, library, public transportation, interstate freeways include 280, 680 and 101, and minutes away from the proposed mega Google campus in downtown San Jose.  ","$6,377"
house_1495,Single Family Residential,24830 Fairview Ave ,Hayward,CA,94588,4900000,—,—,—,,1951,1951,0,,,Fairview Elementary School,4,Bret Harte Middle School,3,Hayward High School,4,,,9,25,7," $3,700,682",Active,40893393,Don't miss this rare opportunity to own a 14+- acres lot in a desirable location in Hayward Hills.    Building plans for approximate of 25-27 homes in this giant lot is available.  WILLING TO LOOK AT ALL OFFERS!!! ,"$24,280"
house_1496,Single Family Residential,55 Sheridan St ,San Francisco,CA,94103,4995000,4,3,4867,,2007,—,0, 2, 2,Parks (rosa) Elementary School,4,Everett Middle School,3,Marshall (thurgood) High School,2, Radiant, Radiant,97,100,99,,Active,495032,"On a quiet side street in South of Market, an architectural fortress with incredible views has been hand-crafted with painstaking detail that exceeds the standard for luxury living. Designed by famed architect Olle Lundberg and built in 2007, this 4 bedroom, 3.5 bathroom home spans 4 levels plus a panoramic view roof deck and includes Japanese-inspired elements and 4,867 sqft (per graphic artist). The main entertaining level on the third floor includes a professional kitchen and double height floor to ceiling windows that open onto a large terrace with a professional outdoor kitchen designed in consultation with Charles Phan of The Slanted Door. The entry level includes a separate artist's studio/additional living room that has its own separate entrance that opens onto a peaceful garden with a fountain and bamboo trees. Additional home features include concrete and steel construction, radiant heat, elevator, integrated sound, and 2 car garage.  ","$25,067"
